date,home_team,away_team,home_score,away_score,tournament,city,country
2023-10-13,Vietnam,Uzbekistan,0,2,Friendly,Dalian,China PR
2023-10-13,Republic of Ireland,Greece,0,2,UEFA Euro qualification,Dublin,Republic of Ireland
2023-10-13,Netherlands,France,1,2,UEFA Euro qualification,Amsterdam,Netherlands
2023-10-13,Estonia,Azerbaijan,0,2,UEFA Euro qualification,Tallinn,Estonia
2023-10-13,Austria,Belgium,2,3,UEFA Euro qualification,Vienna,Austria
2023-10-13,Iceland,Luxembourg,1,1,UEFA Euro qualification,Reykjavík,Iceland
2023-10-13,Portugal,Slovakia,3,2,UEFA Euro qualification,Porto,Portugal
2023-10-13,Liechtenstein,Bosnia and Herzegovina,0,2,UEFA Euro qualification,Vaduz,Liechtenstein
2023-10-13,Angola,Mozambique,1,1,Friendly,Albufeira,Portugal
2023-10-14,Puerto Rico,Guyana,1,3,CONCACAF Nations League,Añasco,Puerto Rico
2023-10-14,Bahamas,Antigua and Barbuda,1,4,CONCACAF Nations League,Nassau,Bahamas
2023-10-14,Aruba,United States Virgin Islands,3,1,CONCACAF Nations League,Oranjestad,Aruba
2023-10-14,Ivory Coast,Morocco,1,1,Friendly,Abidjan,Ivory Coast
2023-10-14,Liberia,Libya,2,3,Friendly,Khouribga,Morocco
2023-10-14,Mauritania,Madagascar,2,1,Friendly,Mohammedia,Morocco
2023-10-14,Mexico,Ghana,2,0,Friendly,Charlotte,United States
2023-10-14,Niger,Somalia,3,0,Friendly,Mohammedia,Morocco
2023-10-14,Sierra Leone,Benin,1,1,Friendly,Khouribga,Morocco
2023-10-14,United States,Germany,1,3,Friendly,East Hartford,United States
2023-10-14,Ukraine,North Macedonia,2,0,UEFA Euro qualification,Prague,Czech Republic
2023-10-14,Italy,Malta,4,0,UEFA Euro qualification,Bari,Italy
2023-10-14,Bulgaria,Lithuania,0,2,UEFA Euro qualification,Sofia,Bulgaria
2023-10-14,Hungary,Serbia,2,1,UEFA Euro qualification,Budapest,Hungary
2023-10-14,Northern Ireland,San Marino,3,0,UEFA Euro qualification,Belfast,Northern Ireland
2023-10-14,Slovenia,Finland,3,0,UEFA Euro qualification,Ljubljana,Slovenia
2023-10-14,Denmark,Kazakhstan,3,1,UEFA Euro qualification,Copenhagen,Denmark
2023-10-14,Papua New Guinea,Vanuatu,0,1,MSG Prime Minister's Cup,New Caledonia,New Caledonia
2023-10-14,New Caledonia,Solomon Islands,0,1,MSG Prime Minister's Cup,New Caledonia,New Caledonia
2023-10-15,Honduras,Cuba,4,0,CONCACAF Nations League,Tegucigalpa,Honduras
2023-10-15,Haiti,Jamaica,2,3,CONCACAF Nations League,Port of Spain,Trinidad and Tobago
2023-10-15,Suriname,Grenada,4,0,CONCACAF Nations League,Paramaribo,Suriname
2023-10-15,Guadeloupe,Saint Lucia,2,0,CONCACAF Nations League,Sainte-Anne,Guadeloupe
2023-10-15,Saint Kitts and Nevis,Sint Maarten,0,1,CONCACAF Nations League,Basseterre,Saint Kitts and Nevis
2023-10-15,Kyrgyzstan,Philippines,0,1,Friendly,Manama,Bahrain
2023-10-15,Sudan,Tanzania,1,1,Friendly,Taif,Saudi Arabia
2023-10-15,Georgia,Cyprus,4,0,UEFA Euro qualification,Tbilisi,Georgia
2023-10-15,Norway,Spain,0,1,UEFA Euro qualification,Oslo,Norway
2023-10-15,Wales,Croatia,2,1,UEFA Euro qualification,Cardiff,Wales
2023-10-15,Turkey,Latvia,4,0,UEFA Euro qualification,Konya,Turkey
2023-10-15,Czech Republic,Faroe Islands,1,0,UEFA Euro qualification,Plzeň,Czech Republic
2023-10-15,Poland,Moldova,1,1,UEFA Euro qualification,Warsaw,Poland
2023-10-15,Switzerland,Belarus,3,3,UEFA Euro qualification,St. Gallen,Switzerland
2023-10-15,Romania,Andorra,4,0,UEFA Euro qualification,Bucharest,Romania
2023-10-16,Dominican Republic,Barbados,5,2,CONCACAF Nations League,Santiago de los Caballeros,Dominican Republic
2023-10-16,Nicaragua,Montserrat,3,0,CONCACAF Nations League,Managua,Nicaragua
2023-10-16,French Guiana,Saint Vincent and the Grenadines,3,2,CONCACAF Nations League,Fort-de-France,Martinique
2023-10-16,Saint Martin,Anguilla,8,0,CONCACAF Nations League,Basseterre,Saint Kitts and Nevis
2023-10-16,Turks and Caicos Islands,British Virgin Islands,2,2,CONCACAF Nations League,Providenciales,Turks and Caicos Islands
2023-10-16,Algeria,Egypt,1,1,Friendly,Al Ain,United Arab Emirates
2023-10-16,Botswana,Eswatini,2,1,Friendly,Lobatse,Botswana
2023-10-16,Kenya,Russia,2,2,Friendly,Antalya,Turkey
2023-10-16,China PR,Uzbekistan,1,2,Friendly,Dalian,China PR
2023-10-16,Mozambique,Nigeria,2,3,Friendly,Albufeira,Portugal
2023-10-16,Senegal,Cameroon,1,0,Friendly,Lens,France
2023-10-16,Gibraltar,Republic of Ireland,0,4,UEFA Euro qualification,Faro-Loulé,Portugal
2023-10-16,Greece,Netherlands,0,1,UEFA Euro qualification,Athens,Greece
2023-10-16,Azerbaijan,Austria,0,1,UEFA Euro qualification,Baku,Azerbaijan
2023-10-16,Belgium,Sweden,1,1,UEFA Euro qualification,Brussels,Belgium
2023-10-16,Iceland,Liechtenstein,4,0,UEFA Euro qualification,Reykjavík,Iceland
2023-10-16,Bosnia and Herzegovina,Portugal,0,5,UEFA Euro qualification,Zenica,Bosnia and Herzegovina
2023-10-16,Luxembourg,Slovakia,0,1,UEFA Euro qualification,Luxembourg,Luxembourg
2023-10-17,El Salvador,Martinique,0,0,CONCACAF Nations League,San Salvador,El Salvador
2023-10-17,Panama,Guatemala,3,0,CONCACAF Nations League,Panama City,Panama
2023-10-17,Curaçao,Trinidad and Tobago,5,3,CONCACAF Nations League,Willemstad,Curaçao
2023-10-17,Bermuda,Belize,1,1,CONCACAF Nations League,Devonshire Parish,Bermuda
2023-10-17,Antigua and Barbuda,Bahamas,2,2,CONCACAF Nations League,Piggotts,Antigua and Barbuda
2023-10-17,Guyana,Puerto Rico,3,1,CONCACAF Nations League,Basseterre,Saint Kitts and Nevis
2023-10-17,Cayman Islands,United States Virgin Islands,2,1,CONCACAF Nations League,George Town,Cayman Islands
2023-10-17,Venezuela,Chile,3,0,FIFA World Cup qualification,Maturín,Venezuela
2023-10-17,Ecuador,Colombia,0,0,FIFA World Cup qualification,Quito,Ecuador
2023-10-17,Paraguay,Bolivia,1,0,FIFA World Cup qualification,Asunción,Paraguay
2023-10-17,Peru,Argentina,0,2,FIFA World Cup qualification,Lima,Peru
2023-10-17,Uruguay,Brazil,2,0,FIFA World Cup qualification,Montevideo,Uruguay
2023-10-17,Bangladesh,Maldives,2,1,FIFA World Cup qualification,Dhaka,Bangladesh
2023-10-17,Bhutan,Hong Kong,2,0,FIFA World Cup qualification,Thimphu,Bhutan
2023-10-17,Brunei,Indonesia,0,6,FIFA World Cup qualification,Bandar Seri Begawan,Brunei
2023-10-17,Guam,Singapore,0,1,FIFA World Cup qualification,Dededo,Guam
2023-10-17,Laos,Nepal,0,1,FIFA World Cup qualification,Vientiane,Laos
2023-10-17,Macau,Myanmar,0,0,FIFA World Cup qualification,Taipa,Macau
2023-10-17,Mongolia,Afghanistan,0,1,FIFA World Cup qualification,Ulaanbaatar,Mongolia
2023-10-17,Pakistan,Cambodia,1,0,FIFA World Cup qualification,Islamabad,Pakistan
2023-10-17,Sri Lanka,Yemen,1,1,FIFA World Cup qualification,Colombo,Sri Lanka
2023-10-17,Taiwan,Timor-Leste,3,0,FIFA World Cup qualification,Kaohsiung,Taiwan
2023-10-17,Albania,Bulgaria,2,0,Friendly,Tirana,Albania
2023-10-17,Angola,DR Congo,0,0,Friendly,Setúbal,Portugal
2023-10-17,Australia,New Zealand,2,0,Friendly,Brentford,England
2023-10-17,Bahrain,Philippines,1,0,Friendly,Arad,Bahrain
2023-10-17,Benin,Madagascar,1,2,Friendly,Casablanca,Morocco
2023-10-17,Burkina Faso,Mauritania,2,1,Friendly,Casablanca,Morocco
2023-10-17,Cape Verde,Comoros,1,2,Friendly,Fos-sur-Mer,Cape Verde
2023-10-17,Estonia,Thailand,1,1,Friendly,Tallinn,Estonia
2023-10-17,France,Scotland,4,1,Friendly,Lille,France
2023-10-17,Guinea,Gabon,1,1,Friendly,Faro-Loulé,Portugal
2023-10-17,Ivory Coast,South Africa,1,1,Friendly,Abidjan,Ivory Coast
2023-10-17,South Korea,Vietnam,6,0,Friendly,Suwon,South Korea
2023-10-17,Libya,Niger,1,1,Friendly,Khouribga,Morocco
2023-10-17,Mali,Saudi Arabia,3,1,Friendly,Portimão,Portugal
2023-10-17,Mexico,Germany,2,2,Friendly,Philadelphia,United States
2023-10-17,North Macedonia,Armenia,3,1,Friendly,Strumica,North Macedonia
2023-10-17,Somalia,Sierra Leone,0,2,Friendly,Khouribga,Morocco
2023-10-17,Sudan,Chad,1,0,Friendly,Taif,Saudi Arabia
2023-10-17,Syria,Kuwait,1,2,Friendly,Dubai,United Arab Emirates
2023-10-17,United Arab Emirates,Lebanon,2,1,Friendly,Dubai,United Arab Emirates
2023-10-17,United States,Ghana,4,0,Friendly,Nashville,United States
2023-10-17,Zambia,Uganda,3,0,Friendly,Sharjah,United Arab Emirates
2023-10-17,Morocco,Liberia,3,0,African Cup of Nations qualification,Agadir,Morocco
2023-10-17,England,Italy,3,1,UEFA Euro qualification,London,England
2023-10-17,Malta,Ukraine,1,3,UEFA Euro qualification,Ta' Qali,Malta
2023-10-17,Serbia,Montenegro,3,1,UEFA Euro qualification,Belgrade,Serbia
2023-10-17,Lithuania,Hungary,2,2,UEFA Euro qualification,Kaunas,Lithuania
2023-10-17,Finland,Kazakhstan,1,2,UEFA Euro qualification,Helsinki,Finland
2023-10-17,Northern Ireland,Slovenia,0,1,UEFA Euro qualification,Belfast,Northern Ireland
2023-10-17,San Marino,Denmark,1,2,UEFA Euro qualification,Serravalle,San Marino
2023-10-23,United Arab Emirates,Kuwait,1,0,Friendly,Dubai,United Arab Emirates
2023-11-11,Guatemala,Jamaica,0,0,Friendly,Harrison,United States
2023-11-12,Kosovo,Israel,1,0,UEFA Euro qualification,Pristina,Kosovo
2023-11-15,Ethiopia,Sierra Leone,0,0,FIFA World Cup qualification,El Jadida,Morocco
2023-11-15,DR Congo,Mauritania,2,0,FIFA World Cup qualification,Kinshasa,DR Congo
2023-11-15,Rwanda,Zimbabwe,0,0,FIFA World Cup qualification,Butare,Rwanda
2023-11-15,Equatorial Guinea,Namibia,1,0,FIFA World Cup qualification,Malabo,Equatorial Guinea
2023-11-15,Belgium,Serbia,1,0,Friendly,Leuven,Belgium
2023-11-15,Israel,Switzerland,1,1,UEFA Euro qualification,Felcsút,Hungary
2023-11-16,Sint Maarten,Guadeloupe,0,2,CONCACAF Nations League,Bridgetown,Barbados
2023-11-16,Saint Kitts and Nevis,Saint Lucia,0,0,CONCACAF Nations League,Basseterre,Saint Kitts and Nevis
2023-11-16,United States Virgin Islands,Aruba,1,4,CONCACAF Nations League,Saint Croix,United States Virgin Islands
2023-11-16,British Virgin Islands,Dominica,1,2,CONCACAF Nations League,Road Town,British Virgin Islands
2023-11-16,Costa Rica,Panama,0,3,CONCACAF Nations League,San José,Costa Rica
2023-11-16,United States,Trinidad and Tobago,3,0,CONCACAF Nations League,Austin,United States
2023-11-16,Bolivia,Peru,2,0,FIFA World Cup qualification,La Paz,Bolivia
2023-11-16,Venezuela,Ecuador,0,0,FIFA World Cup qualification,Maturín,Venezuela
2023-11-16,Colombia,Brazil,2,1,FIFA World Cup qualification,Barranquilla,Colombia
2023-11-16,Argentina,Uruguay,0,2,FIFA World Cup qualification,Buenos Aires,Argentina
2023-11-16,Chile,Paraguay,0,0,FIFA World Cup qualification,Santiago,Chile
2023-11-16,Qatar,Afghanistan,8,1,FIFA World Cup qualification,Al Rayyan,Qatar
2023-11-16,Kuwait,India,0,1,FIFA World Cup qualification,Kuwait City,Kuwait
2023-11-16,Japan,Myanmar,5,0,FIFA World Cup qualification,Suita,Japan
2023-11-16,Syria,North Korea,1,0,FIFA World Cup qualification,Jeddah,Saudi Arabia
2023-11-16,Thailand,China PR,1,2,FIFA World Cup qualification,Bangkok,Thailand
2023-11-16,South Korea,Singapore,5,0,FIFA World Cup qualification,Seoul,South Korea
2023-11-16,Oman,Taiwan,3,0,FIFA World Cup qualification,Muscat,Oman
2023-11-16,Malaysia,Kyrgyzstan,4,3,FIFA World Cup qualification,Kuala Lumpur,Malaysia
2023-11-16,Iran,Hong Kong,4,0,FIFA World Cup qualification,Tehran,Iran
2023-11-16,Turkmenistan,Uzbekistan,1,3,FIFA World Cup qualification,Ashgabat,Turkmenistan
2023-11-16,Iraq,Indonesia,5,1,FIFA World Cup qualification,Basra,Iraq
2023-11-16,Philippines,Vietnam,0,2,FIFA World Cup qualification,Manila,Philippines
2023-11-16,Tajikistan,Jordan,1,1,FIFA World Cup qualification,Dushanbe,Tajikistan
2023-11-16,Saudi Arabia,Pakistan,4,0,FIFA World Cup qualification,Al Hofuf,Saudi Arabia
2023-11-16,United Arab Emirates,Nepal,4,0,FIFA World Cup qualification,Dubai,United Arab Emirates
2023-11-16,Yemen,Bahrain,0,2,FIFA World Cup qualification,Abha,Saudi Arabia
2023-11-16,Lebanon,Palestine,0,0,FIFA World Cup qualification,Sharjah,United Arab Emirates
2023-11-16,Australia,Bangladesh,7,0,FIFA World Cup qualification,Melbourne,Australia
2023-11-16,Egypt,Djibouti,6,0,FIFA World Cup qualification,Cairo,Egypt
2023-11-16,Sudan,Togo,1,1,FIFA World Cup qualification,Benghazi,Libya
2023-11-16,Nigeria,Lesotho,1,1,FIFA World Cup qualification,Uyo,Nigeria
2023-11-16,Cape Verde,Angola,0,0,FIFA World Cup qualification,Praia,Cape Verde
2023-11-16,Burundi,Gambia,3,2,FIFA World Cup qualification,Dar es Salaam,Tanzania
2023-11-16,Gabon,Kenya,2,1,FIFA World Cup qualification,Franceville,Gabon
2023-11-16,Botswana,Mozambique,2,3,FIFA World Cup qualification,Francistown,Botswana
2023-11-16,Algeria,Somalia,3,1,FIFA World Cup qualification,Algiers,Algeria
2023-11-16,Curaçao,El Salvador,1,1,Friendly,Willemstad,Curaçao
2023-11-16,Norway,Faroe Islands,2,0,Friendly,Oslo,Norway
2023-11-16,Cyprus,Spain,1,3,UEFA Euro qualification,Limassol,Cyprus
2023-11-16,Georgia,Scotland,2,2,UEFA Euro qualification,Tbilisi,Georgia
2023-11-16,Estonia,Austria,0,2,UEFA Euro qualification,Tallinn,Estonia
2023-11-16,Azerbaijan,Sweden,3,0,UEFA Euro qualification,Baku,Azerbaijan
2023-11-16,Bulgaria,Hungary,2,2,UEFA Euro qualification,Sofia,Bulgaria
2023-11-16,Montenegro,Lithuania,2,0,UEFA Euro qualification,Podgorica,Montenegro
2023-11-16,Liechtenstein,Portugal,0,2,UEFA Euro qualification,Vaduz,Liechtenstein
2023-11-16,Luxembourg,Bosnia and Herzegovina,4,1,UEFA Euro qualification,Luxembourg,Luxembourg
2023-11-16,Slovakia,Iceland,4,2,UEFA Euro qualification,Bratislava,Slovakia
2023-11-17,Montserrat,Dominican Republic,2,1,CONCACAF Nations League,Lookout,Montserrat
2023-11-17,Barbados,Nicaragua,0,4,CONCACAF Nations League,Bridgetown,Barbados
2023-11-17,Bermuda,Saint Vincent and the Grenadines,3,1,CONCACAF Nations League,Devonshire Parish,Bermuda
2023-11-17,Belize,French Guiana,1,0,CONCACAF Nations League,Belmopan,Belize
2023-11-17,Honduras,Mexico,2,0,CONCACAF Nations League,Tegucigalpa,Honduras
2023-11-17,Burkina Faso,Guinea-Bissau,1,1,FIFA World Cup qualification,Marrakech,Morocco
2023-11-17,Eswatini,Libya,0,1,FIFA World Cup qualification,Mbombela,South Africa
2023-11-17,Cameroon,Mauritius,3,0,FIFA World Cup qualification,Douala,Cameroon
2023-11-17,Zambia,Congo,4,2,FIFA World Cup qualification,Ndola,Zambia
2023-11-17,Ivory Coast,Seychelles,9,0,FIFA World Cup qualification,Abidjan,Ivory Coast
2023-11-17,Guinea,Uganda,2,1,FIFA World Cup qualification,Berkane,Morocco
2023-11-17,Liberia,Malawi,0,1,FIFA World Cup qualification,Monrovia,Liberia
2023-11-17,Tunisia,São Tomé and Príncipe,4,0,FIFA World Cup qualification,Radès,Tunisia
2023-11-17,Comoros,Central African Republic,4,2,FIFA World Cup qualification,Moroni,Comoros
2023-11-17,Ghana,Madagascar,1,0,FIFA World Cup qualification,Kumasi,Ghana
2023-11-17,Mali,Chad,3,1,FIFA World Cup qualification,Bamako,Mali
2023-11-17,Greece,New Zealand,2,0,Friendly,Athens,Greece
2023-11-17,England,Malta,2,0,UEFA Euro qualification,London,England
2023-11-17,Italy,North Macedonia,5,2,UEFA Euro qualification,Rome,Italy
2023-11-17,Moldova,Albania,1,1,UEFA Euro qualification,Chișinău,Moldova
2023-11-17,Poland,Czech Republic,1,1,UEFA Euro qualification,Warsaw,Poland
2023-11-17,Finland,Northern Ireland,4,0,UEFA Euro qualification,Helsinki,Finland
2023-11-17,Denmark,Slovenia,2,1,UEFA Euro qualification,Copenhagen,Denmark
2023-11-17,Kazakhstan,San Marino,3,1,UEFA Euro qualification,Astana,Kazakhstan
2023-11-17,Papua New Guinea,Tuvalu,3,0,Pacific Games,Honiara,Solomon Islands
2023-11-17,Solomon Islands,Samoa,1,0,Pacific Games,Honiara,Solomon Islands
2023-11-18,Antigua and Barbuda,Puerto Rico,2,3,CONCACAF Nations League,Piggotts,Antigua and Barbuda
2023-11-18,Anguilla,Bonaire,0,3,CONCACAF Nations League,The Valley,Anguilla
2023-11-18,Jamaica,Canada,1,2,CONCACAF Nations League,Kingston,Jamaica
2023-11-18,Senegal,South Sudan,4,0,FIFA World Cup qualification,Diamniadio,Senegal
2023-11-18,South Africa,Benin,2,1,FIFA World Cup qualification,Durban,South Africa
2023-11-18,Niger,Tanzania,0,1,FIFA World Cup qualification,Marrakech,Morocco
2023-11-18,Germany,Turkey,2,3,Friendly,Berlin,Germany
2023-11-18,France,Gibraltar,14,0,UEFA Euro qualification,Nice,France
2023-11-18,Netherlands,Republic of Ireland,1,0,UEFA Euro qualification,Amsterdam,Netherlands
2023-11-18,Armenia,Wales,1,1,UEFA Euro qualification,Yerevan,Armenia
2023-11-18,Latvia,Croatia,0,2,UEFA Euro qualification,Riga,Latvia
2023-11-18,Belarus,Andorra,1,0,UEFA Euro qualification,Budapest,Hungary
2023-11-18,Switzerland,Kosovo,1,1,UEFA Euro qualification,Basel,Switzerland
2023-11-18,Israel,Romania,1,2,UEFA Euro qualification,Felcsút,Hungary
2023-11-18,New Caledonia,Tonga,7,0,Pacific Games,Honiara,Solomon Islands
2023-11-18,Fiji,Northern Mariana Islands,10,0,Pacific Games,Honiara,Solomon Islands
2023-11-19,Guadeloupe,Saint Kitts and Nevis,5,0,CONCACAF Nations League,Sainte-Anne,Guadeloupe
2023-11-19,Saint Lucia,Sint Maarten,1,2,CONCACAF Nations League,Gros Islet,Saint Lucia
2023-11-19,Sierra Leone,Egypt,0,2,FIFA World Cup qualification,Monrovia,Liberia
2023-11-19,Sudan,DR Congo,1,0,FIFA World Cup qualification,Benghazi,Libya
2023-11-19,Zimbabwe,Nigeria,1,1,FIFA World Cup qualification,Butare,Rwanda
2023-11-19,Burundi,Gabon,1,2,FIFA World Cup qualification,Dar es Salaam,Tanzania
2023-11-19,Mozambique,Algeria,0,2,FIFA World Cup qualification,Maputo,Mozambique
2023-11-19,Cyprus,Lithuania,1,0,Friendly,Limassol,Cyprus
2023-11-19,Scotland,Norway,3,3,UEFA Euro qualification,Glasgow,Scotland
2023-11-19,Spain,Georgia,3,1,UEFA Euro qualification,Valladolid,Spain
2023-11-19,Belgium,Azerbaijan,5,0,UEFA Euro qualification,Brussels,Belgium
2023-11-19,Sweden,Estonia,2,0,UEFA Euro qualification,Stockholm,Sweden
2023-11-19,Hungary,Montenegro,3,1,UEFA Euro qualification,Budapest,Hungary
2023-11-19,Serbia,Bulgaria,2,2,UEFA Euro qualification,Leskovac,Serbia
2023-11-19,Portugal,Iceland,2,0,UEFA Euro qualification,Lisbon,Portugal
2023-11-19,Bosnia and Herzegovina,Slovakia,1,2,UEFA Euro qualification,Zenica,Bosnia and Herzegovina
2023-11-19,Liechtenstein,Luxembourg,0,1,UEFA Euro qualification,Vaduz,Liechtenstein
2023-11-20,Montserrat,Barbados,4,2,CONCACAF Nations League,Lookout,Montserrat
2023-11-20,Aruba,Cayman Islands,5,1,CONCACAF Nations League,Oranjestad,Aruba
2023-11-20,Dominica,Turks and Caicos Islands,2,0,CONCACAF Nations League,Road Town,British Virgin Islands
2023-11-20,Panama,Costa Rica,3,1,CONCACAF Nations League,Panama City,Panama
2023-11-20,Trinidad and Tobago,United States,2,1,CONCACAF Nations League,Port of Spain,Trinidad and Tobago
2023-11-20,Djibouti,Guinea-Bissau,0,1,FIFA World Cup qualification,Cairo,Egypt
2023-11-20,Gambia,Ivory Coast,0,2,FIFA World Cup qualification,Dar es Salaam,Tanzania
2023-11-20,Seychelles,Kenya,0,5,FIFA World Cup qualification,Abidjan,Ivory Coast
2023-11-20,Liberia,Equatorial Guinea,0,1,FIFA World Cup qualification,Monrovia,Liberia
2023-11-20,Mali,Central African Republic,1,1,FIFA World Cup qualification,Bamako,Mali
2023-11-20,Chad,Madagascar,0,3,FIFA World Cup qualification,Oujda,Morocco
2023-11-20,Curaçao,El Salvador,1,1,Friendly,Willemstad,Curaçao
2023-11-20,Russia,Cuba,8,0,Friendly,Volgograd,Russia
2023-11-20,North Macedonia,England,1,1,UEFA Euro qualification,Skopje,North Macedonia
2023-11-20,Ukraine,Italy,0,0,UEFA Euro qualification,Leverkusen,Germany
2023-11-20,Albania,Faroe Islands,0,0,UEFA Euro qualification,Tirana,Albania
2023-11-20,Czech Republic,Moldova,3,0,UEFA Euro qualification,Olomouc,Czech Republic
2023-11-20,Northern Ireland,Denmark,2,0,UEFA Euro qualification,Belfast,Northern Ireland
2023-11-20,San Marino,Finland,1,2,UEFA Euro qualification,Serravalle,San Marino
2023-11-20,Slovenia,Kazakhstan,2,1,UEFA Euro qualification,Ljubljana,Slovenia
2023-11-20,Tuvalu,Vanuatu,0,6,Pacific Games,Honiara,Solomon Islands
2023-11-20,Samoa,American Samoa,10,0,Pacific Games,Honiara,Solomon Islands
2023-11-21,Nicaragua,Dominican Republic,0,0,CONCACAF Nations League,Managua,Nicaragua
2023-11-21,French Guiana,Bermuda,3,0,CONCACAF Nations League,Fort-de-France,Martinique
2023-11-21,Saint Vincent and the Grenadines,Belize,3,0,CONCACAF Nations League,Saint George's,Saint Vincent and the Grenadines
2023-11-21,Guyana,Antigua and Barbuda,6,0,CONCACAF Nations League,Santo Domingo,Dominican Republic
2023-11-21,Puerto Rico,Bahamas,6,1,CONCACAF Nations League,Bayamón,Puerto Rico
2023-11-21,Bonaire,Saint Martin,0,4,CONCACAF Nations League,Rincon,Bonaire
2023-11-21,Canada,Jamaica,2,3,CONCACAF Nations League,Toronto,Canada
2023-11-21,Mexico,Honduras,2,0,CONCACAF Nations League,Mexico City,Mexico
2023-11-21,Ecuador,Chile,1,0,FIFA World Cup qualification,Quito,Ecuador
2023-11-21,Paraguay,Colombia,0,1,FIFA World Cup qualification,Asunción,Paraguay
2023-11-21,Uruguay,Bolivia,3,0,FIFA World Cup qualification,Montevideo,Uruguay
2023-11-21,Peru,Venezuela,1,1,FIFA World Cup qualification,Lima,Peru
2023-11-21,Brazil,Argentina,0,1,FIFA World Cup qualification,Rio de Janeiro,Brazil
2023-11-21,India,Qatar,0,3,FIFA World Cup qualification,Bhubaneswar,India
2023-11-21,Afghanistan,Kuwait,0,4,FIFA World Cup qualification,Dammam,Saudi Arabia
2023-11-21,Myanmar,North Korea,1,6,FIFA World Cup qualification,Yangon,Myanmar
2023-11-21,Syria,Japan,0,5,FIFA World Cup qualification,Jeddah,Saudi Arabia
2023-11-21,China PR,South Korea,0,3,FIFA World Cup qualification,Shenzhen,China PR
2023-11-21,Singapore,Thailand,1,3,FIFA World Cup qualification,Kallang,Singapore
2023-11-21,Taiwan,Malaysia,0,1,FIFA World Cup qualification,Taipei,Taiwan
2023-11-21,Kyrgyzstan,Oman,1,0,FIFA World Cup qualification,Bishkek,Kyrgyzstan
2023-11-21,Uzbekistan,Iran,2,2,FIFA World Cup qualification,Tashkent,Uzbekistan
2023-11-21,Hong Kong,Turkmenistan,2,2,FIFA World Cup qualification,Hong Kong,Hong Kong
2023-11-21,Philippines,Indonesia,1,1,FIFA World Cup qualification,Manila,Philippines
2023-11-21,Vietnam,Iraq,0,1,FIFA World Cup qualification,Hanoi,Vietnam
2023-11-21,Pakistan,Tajikistan,1,6,FIFA World Cup qualification,Islamabad,Pakistan
2023-11-21,Jordan,Saudi Arabia,0,2,FIFA World Cup qualification,Amman,Jordan
2023-11-21,Bahrain,United Arab Emirates,0,2,FIFA World Cup qualification,Riffa,Bahrain
2023-11-21,Nepal,Yemen,0,2,FIFA World Cup qualification,Kathmandu,Nepal
2023-11-21,Palestine,Australia,0,1,FIFA World Cup qualification,Kuwait City,Kuwait
2023-11-21,Bangladesh,Lebanon,1,1,FIFA World Cup qualification,Dhaka,Bangladesh
2023-11-21,Ethiopia,Burkina Faso,0,3,FIFA World Cup qualification,El Jadida,Morocco
2023-11-21,South Sudan,Mauritania,0,0,FIFA World Cup qualification,Diamniadio,Senegal
2023-11-21,Togo,Senegal,0,0,FIFA World Cup qualification,Lomé,Togo
2023-11-21,Lesotho,Benin,0,0,FIFA World Cup qualification,Durban,South Africa
2023-11-21,Rwanda,South Africa,2,0,FIFA World Cup qualification,Butare,Rwanda
2023-11-21,Eswatini,Cape Verde,0,2,FIFA World Cup qualification,Mbombela,South Africa
2023-11-21,Libya,Cameroon,1,1,FIFA World Cup qualification,Benghazi,Libya
2023-11-21,Mauritius,Angola,0,0,FIFA World Cup qualification,Saint Pierre,Mauritius
2023-11-21,Niger,Zambia,2,1,FIFA World Cup qualification,Marrakech,Morocco
2023-11-21,Tanzania,Morocco,0,2,FIFA World Cup qualification,Dar es Salaam,Tanzania
2023-11-21,Somalia,Uganda,0,1,FIFA World Cup qualification,Berkane,Morocco
2023-11-21,Botswana,Guinea,1,0,FIFA World Cup qualification,Francistown,Botswana
2023-11-21,Malawi,Tunisia,0,1,FIFA World Cup qualification,Lilongwe,Malawi
2023-11-21,São Tomé and Príncipe,Namibia,0,2,FIFA World Cup qualification,Agadir,Morocco
2023-11-21,Comoros,Ghana,1,0,FIFA World Cup qualification,Moroni,Comoros
2023-11-21,Austria,Germany,2,0,Friendly,Vienna,Austria
2023-11-21,Poland,Latvia,2,0,Friendly,Warsaw,Poland
2023-11-21,Republic of Ireland,New Zealand,1,1,Friendly,Dublin,Republic of Ireland
2023-11-21,Gibraltar,Netherlands,0,6,UEFA Euro qualification,Faro-Loulé,Portugal
2023-11-21,Greece,France,2,2,UEFA Euro qualification,Athens,Greece
2023-11-21,Wales,Turkey,1,1,UEFA Euro qualification,Cardiff,Wales
2023-11-21,Croatia,Armenia,1,0,UEFA Euro qualification,Zagreb,Croatia
2023-11-21,Andorra,Israel,0,2,UEFA Euro qualification,Andorra la Vella,Andorra
2023-11-21,Kosovo,Belarus,0,1,UEFA Euro qualification,Pristina,Kosovo
2023-11-21,Romania,Switzerland,1,0,UEFA Euro qualification,Bucharest,Romania
2023-11-21,Tonga,Cook Islands,1,2,Pacific Games,Honiara,Solomon Islands
2023-11-21,Fiji,Tahiti,0,0,Pacific Games,Honiara,Solomon Islands
2023-11-23,Vanuatu,Papua New Guinea,1,1,Pacific Games,Honiara,Solomon Islands
2023-11-23,Solomon Islands,American Samoa,11,0,Pacific Games,Honiara,Solomon Islands
