date,home_team,away_team,home_score,away_score,tournament,city,country
2022-06-02,Barbados,Antigua and Barbuda,0,1,CONCACAF Nations League,Gros Islet,Saint Lucia
2022-06-02,Guadeloupe,Cuba,2,1,CONCACAF Nations League,Les Abymes,Guadeloupe
2022-06-02,Belize,Dominican Republic,0,2,CONCACAF Nations League,Belmopan,Belize
2022-06-02,French Guiana,Guatemala,2,0,CONCACAF Nations League,Cayenne,French Guiana
2022-06-02,Anguilla,Dominica,0,0,CONCACAF Nations League,The Valley,Anguilla
2022-06-02,Czech Republic,Switzerland,2,1,UEFA Nations League,Prague,Czech Republic
2022-06-02,Spain,Portugal,1,1,UEFA Nations League,Seville,Spain
2022-06-02,Israel,Iceland,2,2,UEFA Nations League,Haifa,Israel
2022-06-02,Serbia,Norway,0,1,UEFA Nations League,Belgrade,Serbia
2022-06-02,Slovenia,Sweden,0,2,UEFA Nations League,Ljubljana,Slovenia
2022-06-02,Northern Ireland,Greece,0,1,UEFA Nations League,Belfast,Northern Ireland
2022-06-02,Cyprus,Kosovo,0,2,UEFA Nations League,Larnaca,Cyprus
2022-06-02,Georgia,Gibraltar,4,0,UEFA Nations League,Tbilisi,Georgia
2022-06-02,Bulgaria,North Macedonia,1,1,UEFA Nations League,Razgrad,Bulgaria
2022-06-02,Estonia,San Marino,2,0,UEFA Nations League,Tallinn,Estonia
2022-06-02,Cambodia,Timor-Leste,2,1,Friendly,Phnom Penh,Cambodia
2022-06-02,Ecuador,Nigeria,1,0,Friendly,Harrison,United States
2022-06-02,Japan,Paraguay,4,1,Friendly,Sapporo,Japan
2022-06-02,South Korea,Brazil,1,5,Friendly,Seoul,South Korea
2022-06-02,Mexico,Uruguay,0,3,Friendly,Glendale,United States
2022-06-03,Togo,Eswatini,2,2,African Cup of Nations qualification,Lomé,Togo
2022-06-03,Burkina Faso,Cape Verde,2,0,African Cup of Nations qualification,Marrakech,Morocco
2022-06-03,Comoros,Lesotho,2,0,African Cup of Nations qualification,Moroni,Comoros
2022-06-03,Ivory Coast,Zambia,3,1,African Cup of Nations qualification,Yamoussoukro,Ivory Coast
2022-06-03,Curaçao,Honduras,0,1,CONCACAF Nations League,Willemstad,Curaçao
2022-06-03,Bahamas,Saint Vincent and the Grenadines,1,0,CONCACAF Nations League,Nassau,Bahamas
2022-06-03,Nicaragua,Trinidad and Tobago,2,1,CONCACAF Nations League,Managua,Nicaragua
2022-06-03,Sint Maarten,United States Virgin Islands,1,1,CONCACAF Nations League,Willemstad,Curaçao
2022-06-03,Turks and Caicos Islands,Bonaire,1,4,CONCACAF Nations League,Providenciales,Turks and Caicos Islands
2022-06-03,Saint Martin,Aruba,0,0,CONCACAF Nations League,The Valley,Anguilla
2022-06-03,British Virgin Islands,Cayman Islands,1,1,CONCACAF Nations League,Tortola,British Virgin Islands
2022-06-03,Croatia,Austria,0,3,UEFA Nations League,Osijek,Croatia
2022-06-03,France,Denmark,1,2,UEFA Nations League,Paris,France
2022-06-03,Belgium,Netherlands,1,4,UEFA Nations League,Brussels,Belgium
2022-06-03,Kazakhstan,Azerbaijan,2,0,UEFA Nations League,Nur-Sultan,Kazakhstan
2022-06-03,Belarus,Slovakia,0,1,UEFA Nations League,Novi Sad,Serbia
2022-06-03,Liechtenstein,Moldova,0,2,UEFA Nations League,Vaduz,Liechtenstein
2022-06-03,Latvia,Andorra,3,0,UEFA Nations League,Riga,Latvia
2022-06-03,Nepal,Oman,0,2,Friendly,Doha,Qatar
2022-06-04,Namibia,Burundi,1,1,African Cup of Nations qualification,Johannesburg,South Africa
2022-06-04,Niger,Tanzania,1,1,African Cup of Nations qualification,Cotonou,Benin
2022-06-04,Algeria,Uganda,2,0,African Cup of Nations qualification,Algiers,Algeria
2022-06-04,Gambia,South Sudan,1,0,African Cup of Nations qualification,Thiès,Senegal
2022-06-04,Mali,Congo,4,0,African Cup of Nations qualification,Bamako,Mali
2022-06-04,Mauritania,Sudan,3,0,African Cup of Nations qualification,Nouakchott,Mauritania
2022-06-04,DR Congo,Gabon,0,1,African Cup of Nations qualification,Kinshasa,DR Congo
2022-06-04,Senegal,Benin,3,1,African Cup of Nations qualification,Diamniadio,Senegal
2022-06-04,Suriname,Jamaica,1,1,CONCACAF Nations League,Paramaribo,Suriname
2022-06-04,El Salvador,Grenada,3,1,CONCACAF Nations League,San Salvador,El Salvador
2022-06-04,Bermuda,Haiti,0,0,CONCACAF Nations League,Devonshire Parish,Bermuda
2022-06-04,Montserrat,Guyana,1,2,CONCACAF Nations League,Santo Domingo,Dominican Republic
2022-06-04,Hungary,England,1,0,UEFA Nations League,Budapest,Hungary
2022-06-04,Italy,Germany,1,1,UEFA Nations League,Bologna,Italy
2022-06-04,Armenia,Republic of Ireland,1,0,UEFA Nations League,Yerevan,Armenia
2022-06-04,Finland,Bosnia and Herzegovina,1,1,UEFA Nations League,Helsinki,Finland
2022-06-04,Montenegro,Romania,2,0,UEFA Nations League,Podgorica,Montenegro
2022-06-04,Lithuania,Luxembourg,0,2,UEFA Nations League,Vilnius,Lithuania
2022-06-04,Turkey,Faroe Islands,4,0,UEFA Nations League,Istanbul,Turkey
2022-06-05,Wales,Ukraine,1,0,FIFA World Cup qualification,Cardiff,Wales
2022-06-05,Malawi,Ethiopia,2,1,African Cup of Nations qualification,Lilongwe,Malawi
2022-06-05,Egypt,Guinea,1,0,African Cup of Nations qualification,Cairo,Egypt
2022-06-05,Central African Republic,Ghana,1,1,African Cup of Nations qualification,Luanda,Angola
2022-06-05,Madagascar,Angola,1,1,African Cup of Nations qualification,Antananarivo,Madagascar
2022-06-05,Botswana,Tunisia,0,0,African Cup of Nations qualification,Francistown,Botswana
2022-06-05,Costa Rica,Martinique,2,0,CONCACAF Nations League,San José,Costa Rica
2022-06-05,Cuba,Barbados,3,0,CONCACAF Nations League,Santiago,Cuba
2022-06-05,Antigua and Barbuda,Guadeloupe,1,0,CONCACAF Nations League,Basseterre,Saint Kitts and Nevis
2022-06-05,Guatemala,Belize,2,0,CONCACAF Nations League,Guatemala City,Guatemala
2022-06-05,Dominican Republic,French Guiana,2,3,CONCACAF Nations League,Santo Domingo,Dominican Republic
2022-06-05,Dominica,Anguilla,1,1,CONCACAF Nations League,Basseterre,Saint Kitts and Nevis
2022-06-05,Portugal,Switzerland,4,0,UEFA Nations League,Lisbon,Portugal
2022-06-05,Czech Republic,Spain,2,2,UEFA Nations League,Prague,Czech Republic
2022-06-05,Serbia,Slovenia,4,1,UEFA Nations League,Belgrade,Serbia
2022-06-05,Sweden,Norway,1,2,UEFA Nations League,Stockholm,Sweden
2022-06-05,Cyprus,Northern Ireland,0,0,UEFA Nations League,Larnaca,Cyprus
2022-06-05,Kosovo,Greece,0,1,UEFA Nations League,Pristina,Kosovo
2022-06-05,Gibraltar,North Macedonia,0,2,UEFA Nations League,Gibraltar,Gibraltar
2022-06-05,Bulgaria,Georgia,2,5,UEFA Nations League,Razgrad,Bulgaria
2022-06-05,San Marino,Malta,0,2,UEFA Nations League,Serravalle,San Marino
2022-06-05,Argentina,Estonia,5,0,Friendly,Pamplona,Spain
2022-06-05,Mexico,Ecuador,0,0,Friendly,Chicago,United States
2022-06-05,Peru,New Zealand,1,0,Friendly,Barcelona,Spain
2022-06-05,Saudi Arabia,Colombia,0,1,Friendly,Murcia,Spain
2022-06-05,United States,Uruguay,0,0,Friendly,Kansas City,United States
2022-06-06,Equatorial Guinea,Libya,2,0,African Cup of Nations qualification,Malabo,Equatorial Guinea
2022-06-06,Honduras,Curaçao,1,2,CONCACAF Nations League,San Pedro Sula,Honduras
2022-06-06,Saint Vincent and the Grenadines,Nicaragua,2,2,CONCACAF Nations League,Kingstown,Saint Vincent and the Grenadines
2022-06-06,Trinidad and Tobago,Bahamas,1,0,CONCACAF Nations League,Port of Spain,Trinidad and Tobago
2022-06-06,Bonaire,Sint Maarten,2,2,CONCACAF Nations League,Willemstad,Curaçao
2022-06-06,United States Virgin Islands,Turks and Caicos Islands,3,2,CONCACAF Nations League,Saint Croix,United States Virgin Islands
2022-06-06,Aruba,Saint Martin,3,0,CONCACAF Nations League,Willemstad,Curaçao
2022-06-06,Cayman Islands,British Virgin Islands,1,1,CONCACAF Nations League,George Town,Cayman Islands
2022-06-06,Austria,Denmark,1,2,UEFA Nations League,Vienna,Austria
2022-06-06,Croatia,France,1,1,UEFA Nations League,Split,Croatia
2022-06-06,Iceland,Albania,1,1,UEFA Nations League,Reykjavík,Iceland
2022-06-06,Belarus,Azerbaijan,0,0,UEFA Nations League,Novi Sad,Serbia
2022-06-06,Slovakia,Kazakhstan,0,1,UEFA Nations League,Trnava,Slovakia
2022-06-06,Latvia,Liechtenstein,1,0,UEFA Nations League,Riga,Latvia
2022-06-06,Andorra,Moldova,0,0,UEFA Nations League,Andorra la Vella,Andorra
2022-06-06,South Korea,Chile,2,0,Friendly,Daejeon,South Korea
2022-06-06,Japan,Brazil,0,1,Friendly,Tokyo,Japan
2022-06-07,Eswatini,Burkina Faso,1,3,African Cup of Nations qualification,Johannesburg,South Africa
2022-06-07,Cape Verde,Togo,2,0,African Cup of Nations qualification,Marrakech,Morocco
2022-06-07,Zambia,Comoros,2,1,African Cup of Nations qualification,Lusaka,Zambia
2022-06-07,Senegal,Rwanda,1,0,African Cup of Nations qualification,Diamniadio,Senegal
2022-06-07,Jamaica,Suriname,3,1,CONCACAF Nations League,Kingston,Jamaica
2022-06-07,Grenada,El Salvador,2,2,CONCACAF Nations League,St. George's,Grenada
2022-06-07,Guyana,Bermuda,2,1,CONCACAF Nations League,Leonora,Guyana
2022-06-07,Haiti,Montserrat,3,2,CONCACAF Nations League,Santo Domingo,Dominican Republic
2022-06-07,Germany,England,1,1,UEFA Nations League,Munich,Germany
2022-06-07,Italy,Hungary,2,1,UEFA Nations League,Cesena,Italy
2022-06-07,Finland,Montenegro,2,0,UEFA Nations League,Helsinki,Finland
2022-06-07,Bosnia and Herzegovina,Romania,1,0,UEFA Nations League,Zenica,Bosnia and Herzegovina
2022-06-07,Faroe Islands,Luxembourg,0,1,UEFA Nations League,Tórshavn,Faroe Islands
2022-06-07,Lithuania,Turkey,0,6,UEFA Nations League,Vilnius,Lithuania
2022-06-07,United Arab Emirates,Australia,1,2,FIFA World Cup qualification,Al Rayyan,Qatar
2022-06-08,Kuwait,Indonesia,1,2,AFC Asian Cup qualification,Kuwait City,Kuwait
2022-06-08,Jordan,Nepal,2,0,AFC Asian Cup qualification,Kuwait City,Kuwait
2022-06-08,Philippines,Yemen,0,0,AFC Asian Cup qualification,Ulaanbaatar,Mongolia
2022-06-08,Mongolia,Palestine,0,1,AFC Asian Cup qualification,Ulaanbaatar,Mongolia
2022-06-08,Thailand,Maldives,3,0,AFC Asian Cup qualification,Namangan,Uzbekistan
2022-06-08,Uzbekistan,Sri Lanka,3,0,AFC Asian Cup qualification,Namangan,Uzbekistan
2022-06-08,Hong Kong,Afghanistan,2,1,AFC Asian Cup qualification,Kolkota,India
2022-06-08,India,Cambodia,2,0,AFC Asian Cup qualification,Kolkota,India
2022-06-08,Bahrain,Bangladesh,2,0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia
2022-06-08,Malaysia,Turkmenistan,3,1,AFC Asian Cup qualification,Kuala Lumpur,Malaysia
2022-06-08,Tajikistan,Myanmar,4,0,AFC Asian Cup qualification,Bishkek,Kyrgyzstan
2022-06-08,Kyrgyzstan,Singapore,2,1,AFC Asian Cup qualification,Bishkek,Kyrgyzstan
2022-06-08,Uganda,Niger,1,1,African Cup of Nations qualification,Entebbe,Uganda
2022-06-08,Tanzania,Algeria,0,2,African Cup of Nations qualification,Dar es Salaam,Tanzania
2022-06-08,Congo,Gambia,1,0,African Cup of Nations qualification,Brazzaville,Congo
2022-06-08,Gabon,Mauritania,0,0,African Cup of Nations qualification,Franceville,Gabon
2022-06-08,Sudan,DR Congo,2,1,African Cup of Nations qualification,Omdurman,Sudan
2022-06-08,Benin,Mozambique,0,1,African Cup of Nations qualification,Cotonou,Benin
2022-06-08,Wales,Netherlands,1,2,UEFA Nations League,Cardiff,Wales
2022-06-08,Belgium,Poland,6,1,UEFA Nations League,Brussels,Belgium
2022-06-08,Republic of Ireland,Ukraine,0,1,UEFA Nations League,Dublin,Republic of Ireland
2022-06-08,Scotland,Armenia,2,0,UEFA Nations League,Glasgow,Scotland
2022-06-09,Guinea-Bissau,São Tomé and Príncipe,5,1,African Cup of Nations qualification,Agadir,Morocco
2022-06-09,Nigeria,Sierra Leone,2,1,African Cup of Nations qualification,Abuja,Nigeria
2022-06-09,Burundi,Cameroon,0,1,African Cup of Nations qualification,Dar es Salaam,Tanzania
2022-06-09,Ethiopia,Egypt,2,0,African Cup of Nations qualification,Lilongwe,Malawi
2022-06-09,Guinea,Malawi,1,0,African Cup of Nations qualification,Conakry,Guinea
2022-06-09,South Sudan,Mali,1,3,African Cup of Nations qualification,Entebbe,Uganda
2022-06-09,Lesotho,Ivory Coast,0,0,African Cup of Nations qualification,Soweto,South Africa
2022-06-09,Morocco,South Africa,2,1,African Cup of Nations qualification,Rabat,Morocco
2022-06-09,Panama,Martinique,5,0,CONCACAF Nations League,Panama City,Panama
2022-06-09,Canada,Curaçao,4,0,CONCACAF Nations League,Vancouver,Canada
2022-06-09,Barbados,Guadeloupe,0,1,CONCACAF Nations League,Gros Islet,Saint Lucia
2022-06-09,Antigua and Barbuda,Cuba,0,2,CONCACAF Nations League,Basseterre,Saint Kitts and Nevis
2022-06-09,Belize,French Guiana,1,1,CONCACAF Nations League,Belmopan,Belize
2022-06-09,Aruba,Saint Kitts and Nevis,2,3,CONCACAF Nations League,Willemstad,Curaçao
2022-06-09,Dominica,Saint Lucia,0,1,CONCACAF Nations League,Roseau,Dominica
2022-06-09,Cayman Islands,Puerto Rico,0,3,CONCACAF Nations League,George Town,Cayman Islands
2022-06-09,Portugal,Czech Republic,2,0,UEFA Nations League,Lisbon,Portugal
2022-06-09,Switzerland,Spain,0,1,UEFA Nations League,Geneva,Switzerland
2022-06-09,Norway,Slovenia,0,0,UEFA Nations League,Oslo,Norway
2022-06-09,Sweden,Serbia,0,1,UEFA Nations League,Stockholm,Sweden
2022-06-09,Kosovo,Northern Ireland,3,2,UEFA Nations League,Pristina,Kosovo
2022-06-09,Greece,Cyprus,3,0,UEFA Nations League,Vólos,Greece
2022-06-09,Gibraltar,Bulgaria,1,1,UEFA Nations League,Gibraltar,Gibraltar
2022-06-09,North Macedonia,Georgia,0,3,UEFA Nations League,Skopje,North Macedonia
2022-06-09,Malta,Estonia,1,2,UEFA Nations League,Ta' Qali,Malta
2022-06-09,New Zealand,Oman,0,0,Friendly,Al Rayyan,Qatar
2022-06-09,San Marino,Iceland,0,1,Friendly,Serravalle,San Marino
2022-06-09,Saudi Arabia,Venezuela,0,1,Friendly,Murcia,Spain
2022-06-10,United States,Grenada,5,0,CONCACAF Nations League,Austin,United States
2022-06-10,Saint Vincent and the Grenadines,Trinidad and Tobago,0,2,CONCACAF Nations League,Kingstown,Saint Vincent and the Grenadines
2022-06-10,Bahamas,Nicaragua,0,2,CONCACAF Nations League,Nassau,Bahamas
2022-06-10,Dominican Republic,Guatemala,1,1,CONCACAF Nations League,Santo Domingo,Dominican Republic
2022-06-10,Austria,France,1,1,UEFA Nations League,Vienna,Austria
2022-06-10,Denmark,Croatia,0,1,UEFA Nations League,Copenhagen,Denmark
2022-06-10,Albania,Israel,1,2,UEFA Nations League,Tirana,Albania
2022-06-10,Azerbaijan,Slovakia,0,1,UEFA Nations League,Mardakan,Azerbaijan
2022-06-10,Belarus,Kazakhstan,1,1,UEFA Nations League,Novi Sad,Serbia
2022-06-10,Moldova,Latvia,2,4,UEFA Nations League,Chișinău,Moldova
2022-06-10,Andorra,Liechtenstein,2,1,UEFA Nations League,Andorra la Vella,Andorra
2022-06-10,South Korea,Paraguay,2,2,Friendly,Suwon,South Korea
2022-06-10,Chile,Tunisia,0,2,Kirin Cup,Kobe,Japan
2022-06-10,Japan,Ghana,4,1,Kirin Cup,Kobe,Japan
2022-06-11,Kuwait,Nepal,4,1,AFC Asian Cup qualification,Kuwait City,Kuwait
2022-06-11,Indonesia,Jordan,0,1,AFC Asian Cup qualification,Kuwait City,Kuwait
2022-06-11,Mongolia,Philippines,0,1,AFC Asian Cup qualification,Ulaanbaatar,Mongolia
2022-06-11,Yemen,Palestine,0,5,AFC Asian Cup qualification,Ulaanbaatar,Mongolia
2022-06-11,Sri Lanka,Thailand,0,2,AFC Asian Cup qualification,Namangan,Uzbekistan
2022-06-11,Uzbekistan,Maldives,4,0,AFC Asian Cup qualification,Namangan,Uzbekistan
2022-06-11,Cambodia,Hong Kong,0,3,AFC Asian Cup qualification,Kolkota,India
2022-06-11,India,Afghanistan,2,1,AFC Asian Cup qualification,Kolkota,India
2022-06-11,Bangladesh,Turkmenistan,1,2,AFC Asian Cup qualification,Kuala Lumpur,Malaysia
2022-06-11,Malaysia,Bahrain,1,2,AFC Asian Cup qualification,Kuala Lumpur,Malaysia
2022-06-11,Singapore,Tajikistan,0,1,AFC Asian Cup qualification,Bishkek,Kyrgyzstan
2022-06-11,Kyrgyzstan,Myanmar,2,0,AFC Asian Cup qualification,Bishkek,Kyrgyzstan
2022-06-11,Mexico,Suriname,3,0,CONCACAF Nations League,Torreón,Mexico
2022-06-11,Guyana,Haiti,2,6,CONCACAF Nations League,Leonora,Guyana
2022-06-11,Montserrat,Bermuda,3,2,CONCACAF Nations League,Santo Domingo,Dominican Republic
2022-06-11,United States Virgin Islands,Bonaire,0,2,CONCACAF Nations League,Saint Croix,United States Virgin Islands
2022-06-11,Sint Maarten,Turks and Caicos Islands,8,2,CONCACAF Nations League,Willemstad,Curaçao
2022-06-11,England,Italy,0,0,UEFA Nations League,Wolverhampton,England
2022-06-11,Hungary,Germany,1,1,UEFA Nations League,Budapest,Hungary
2022-06-11,Wales,Belgium,1,1,UEFA Nations League,Cardiff,Wales
2022-06-11,Netherlands,Poland,2,2,UEFA Nations League,Rotterdam,Netherlands
2022-06-11,Ukraine,Armenia,3,0,UEFA Nations League,Łódź,Poland
2022-06-11,Republic of Ireland,Scotland,3,0,UEFA Nations League,Dublin,Republic of Ireland
2022-06-11,Montenegro,Bosnia and Herzegovina,1,1,UEFA Nations League,Podgorica,Montenegro
2022-06-11,Romania,Finland,1,0,UEFA Nations League,Bucharest,Romania
2022-06-11,Faroe Islands,Lithuania,2,1,UEFA Nations League,Tórshavn,Faroe Islands
2022-06-11,Luxembourg,Turkey,0,2,UEFA Nations League,Luxembourg,Luxembourg
2022-06-11,Ecuador,Cape Verde,1,0,Friendly,Fort Lauderdale,United States
2022-06-11,Uruguay,Panama,5,0,Friendly,Montevideo,Uruguay
2022-06-12,Martinique,Panama,0,0,CONCACAF Nations League,Fort-de-France,Martinique
2022-06-12,Cuba,Antigua and Barbuda,3,1,CONCACAF Nations League,Santiago,Cuba
2022-06-12,Guadeloupe,Barbados,2,1,CONCACAF Nations League,Les Abymes,Guadeloupe
2022-06-12,Saint Kitts and Nevis,Saint Martin,1,1,CONCACAF Nations League,Basseterre,Saint Kitts and Nevis
2022-06-12,Saint Lucia,Anguilla,2,0,CONCACAF Nations League,Gros Islet,Saint Lucia
2022-06-12,Puerto Rico,British Virgin Islands,6,0,CONCACAF Nations League,Mayagüez,Puerto Rico
2022-06-12,Spain,Czech Republic,2,0,UEFA Nations League,Málaga,Spain
2022-06-12,Switzerland,Portugal,1,0,UEFA Nations League,Geneva,Switzerland
2022-06-12,Norway,Sweden,3,2,UEFA Nations League,Oslo,Norway
2022-06-12,Slovenia,Serbia,2,2,UEFA Nations League,Ljubljana,Slovenia
2022-06-12,Northern Ireland,Cyprus,2,2,UEFA Nations League,Belfast,Northern Ireland
2022-06-12,Greece,Kosovo,2,0,UEFA Nations League,Vólos,Greece
2022-06-12,North Macedonia,Gibraltar,4,0,UEFA Nations League,Skopje,North Macedonia
2022-06-12,Georgia,Bulgaria,0,0,UEFA Nations League,Tbilisi,Georgia
2022-06-12,Malta,San Marino,1,0,UEFA Nations League,Ta' Qali,Malta
2022-06-12,Iran,Algeria,1,2,Friendly,Doha,Qatar
2022-06-13,Australia,Peru,0,0,FIFA World Cup qualification,Al Rayyan,Qatar
2022-06-13,São Tomé and Príncipe,Nigeria,0,10,African Cup of Nations qualification,Agadir,Morocco
2022-06-13,Sierra Leone,Guinea-Bissau,2,2,African Cup of Nations qualification,Conakry,Guinea
2022-06-13,Morocco,Liberia,2,0,African Cup of Nations qualification,Casablanca,Morocco
2022-06-13,Honduras,Canada,2,1,CONCACAF Nations League,San Pedro Sula,Honduras
2022-06-13,Nicaragua,Bahamas,4,0,CONCACAF Nations League,Managua,Nicaragua
2022-06-13,Trinidad and Tobago,Saint Vincent and the Grenadines,4,1,CONCACAF Nations League,Port of Spain,Trinidad and Tobago
2022-06-13,Guatemala,Dominican Republic,2,0,CONCACAF Nations League,Guatemala City,Guatemala
2022-06-13,Denmark,Austria,2,0,UEFA Nations League,Copenhagen,Denmark
2022-06-13,France,Croatia,0,1,UEFA Nations League,Paris,France
2022-06-13,Iceland,Israel,2,2,UEFA Nations League,Reykjavík,Iceland
2022-06-13,Azerbaijan,Belarus,2,0,UEFA Nations League,Mardakan,Azerbaijan
2022-06-13,Kazakhstan,Slovakia,2,1,UEFA Nations League,Nur-Sultan,Kazakhstan
2022-06-13,Albania,Estonia,0,0,Friendly,Tirana,Albania
2022-06-14,Costa Rica,New Zealand,1,0,FIFA World Cup qualification,Al Rayyan,Qatar
2022-06-14,Kuwait,Jordan,0,3,AFC Asian Cup qualification,Kuwait City,Kuwait
2022-06-14,Indonesia,Nepal,7,0,AFC Asian Cup qualification,Kuwait City,Kuwait
2022-06-14,Palestine,Philippines,4,0,AFC Asian Cup qualification,Ulaanbaatar,Mongolia
2022-06-14,Mongolia,Yemen,2,0,AFC Asian Cup qualification,Ulaanbaatar,Mongolia
2022-06-14,Maldives,Sri Lanka,1,0,AFC Asian Cup qualification,Namangan,Uzbekistan
2022-06-14,Uzbekistan,Thailand,2,0,AFC Asian Cup qualification,Namangan,Uzbekistan
2022-06-14,Afghanistan,Cambodia,2,2,AFC Asian Cup qualification,Kolkota,India
2022-06-14,India,Hong Kong,4,0,AFC Asian Cup qualification,Kolkota,India
2022-06-14,Bahrain,Turkmenistan,1,0,AFC Asian Cup qualification,Kuala Lumpur,Malaysia
2022-06-14,Malaysia,Bangladesh,4,1,AFC Asian Cup qualification,Kuala Lumpur,Malaysia
2022-06-14,Myanmar,Singapore,2,6,AFC Asian Cup qualification,Bishkek,Kyrgyzstan
2022-06-14,Kyrgyzstan,Tajikistan,0,0,AFC Asian Cup qualification,Bishkek,Kyrgyzstan
2022-06-14,Jamaica,Mexico,1,1,CONCACAF Nations League,Kingston,Jamaica
2022-06-14,El Salvador,United States,1,1,CONCACAF Nations League,San Salvador,El Salvador
2022-06-14,Haiti,Guyana,6,0,CONCACAF Nations League,Santo Domingo,Dominican Republic
2022-06-14,French Guiana,Belize,1,0,CONCACAF Nations League,Cayenne,French Guiana
2022-06-14,Bonaire,United States Virgin Islands,2,0,CONCACAF Nations League,Willemstad,Curaçao
2022-06-14,Turks and Caicos Islands,Sint Maarten,2,0,CONCACAF Nations League,Providenciales,Turks and Caicos Islands
2022-06-14,England,Hungary,0,4,UEFA Nations League,Wolverhampton,England
2022-06-14,Germany,Italy,5,2,UEFA Nations League,Mönchengladbach,Germany
2022-06-14,Netherlands,Wales,3,2,UEFA Nations League,Rotterdam,Netherlands
2022-06-14,Poland,Belgium,0,1,UEFA Nations League,Warsaw,Poland
2022-06-14,Armenia,Scotland,1,4,UEFA Nations League,Yerevan,Armenia
2022-06-14,Ukraine,Republic of Ireland,1,1,UEFA Nations League,Łódź,Poland
2022-06-14,Bosnia and Herzegovina,Finland,3,2,UEFA Nations League,Zenica,Bosnia and Herzegovina
2022-06-14,Romania,Montenegro,0,3,UEFA Nations League,Bucharest,Romania
2022-06-14,Luxembourg,Faroe Islands,2,2,UEFA Nations League,Luxembourg,Luxembourg
2022-06-14,Turkey,Lithuania,2,0,UEFA Nations League,İzmir,Turkey
2022-06-14,Moldova,Andorra,2,1,UEFA Nations League,Chișinău,Moldova
2022-06-14,Liechtenstein,Latvia,0,2,UEFA Nations League,Vaduz,Liechtenstein
2022-06-14,Chile,Ghana,0,0,Kirin Cup,Suita,Japan
2022-06-14,Japan,Tunisia,0,3,Kirin Cup,Suita,Japan
2022-06-14,South Korea,Egypt,4,1,Friendly,Seoul,South Korea
2022-06-17,Mapuche,Maule Sur,0,1,CONIFA South America Football Cup,Linares,Chile
2022-06-18,Mapuche,Aymara,3,1,CONIFA South America Football Cup,Linares,Chile
